site,label,biome_group,forcing_kind,family,n_obs,shapley_dfs,shapley_share,dfs_standalone,dfs_unique_last,dfs_joint_total
MO Ozark BREA,Missouri Ozark (US-MOz),temperate_forest,daily,fraction_14C,3,0.24803094810035067,0.31741572499419424,0.25702420554544136,0.23885888474272343,0.7814072478762271
MO Ozark BREA,Missouri Ozark (US-MOz),temperate_forest,daily,resp_14C,0,0.0,0.0,0.0,0.0,0.7814072478762271
Solling,Solling/Reinshof (DE-Rns),temperate_forest,daily,C_stocks,1,0.4144776015991749,0.3831035663864302,0.4628846385834809,0.3712539558070853,1.081894396099404
Solling,Solling/Reinshof (DE-Rns),temperate_forest,daily,bulk_14C,1,0.5474601058691396,0.5060199108553652,0.5768908735290461,0.5232127294014496,1.081894396099404
Solling,Solling/Reinshof (DE-Rns),temperate_forest,daily,fraction_14C,0,0.0,0.0,0.0,0.0,1.081894396099404
Solling,Solling/Reinshof (DE-Rns),temperate_forest,daily,resp_14C,1,0.11995668863108953,0.11087652275820455,0.15679864932357418,0.0882981191308213,1.081894396099404
AZ_Mollisol,AZ Mollisol (FluxCom fallback),grassland_mediterranean,fluxcom,C_stocks,1,0.45582006956403964,0.9999987905064218,0.455820075540289,0.45582006358779026,0.4558206208761534
AZ_Mollisol,AZ Mollisol (FluxCom fallback),grassland_mediterranean,fluxcom,bulk_14C,0,0.0,0.0,0.0,0.0,0.4558206208761534
AZ_Mollisol,AZ Mollisol (FluxCom fallback),grassland_mediterranean,fluxcom,fraction_14C,3,5.513121137305277e-07,1.2094935781334899e-06,5.572883631062654e-07,5.453358643547901e-07,0.4558206208761534
AZ_Mollisol,AZ Mollisol (FluxCom fallback),grassland_mediterranean,fluxcom,resp_14C,0,0.0,0.0,0.0,0.0,0.4558206208761534
HI_Andisol,HI Andisol (FluxCom fallback),tropical,fluxcom,C_stocks,1,0.4639050665068542,0.9999993842487389,0.46390507025888345,0.46390506275482496,0.46390535215715983
HI_Andisol,HI Andisol (FluxCom fallback),tropical,fluxcom,bulk_14C,0,0.0,0.0,0.0,0.0,0.46390535215715983
HI_Andisol,HI Andisol (FluxCom fallback),tropical,fluxcom,fraction_14C,3,2.856503056269759e-07,6.15751261111134e-07,2.894023348653705e-07,2.8189827638858134e-07,0.46390535215715983
HI_Andisol,HI Andisol (FluxCom fallback),tropical,fluxcom,resp_14C,0,0.0,0.0,0.0,0.0,0.46390535215715983
CA_Mollisol,CA Mollisol (FluxCom fallback),grassland_mediterranean,fluxcom,C_stocks,1,0.4547308192815328,0.9999996120460128,0.45473082108724394,0.45473081747582167,0.45473099569623565
CA_Mollisol,CA Mollisol (FluxCom fallback),grassland_mediterranean,fluxcom,bulk_14C,0,0.0,0.0,0.0,0.0,0.45473099569623565
CA_Mollisol,CA Mollisol (FluxCom fallback),grassland_mediterranean,fluxcom,fraction_14C,3,1.764147028324548e-07,3.879539870871292e-07,1.7822041395506372e-07,1.746089917098459e-07,0.45473099569623565
CA_Mollisol,CA Mollisol (FluxCom fallback),grassland_mediterranean,fluxcom,resp_14C,0,0.0,0.0,0.0,0.0,0.45473099569623565
Luquillo_Experimental_Forest,Luquillo Experimental Forest (FluxCom fallback),tropical,fluxcom,C_stocks,1,0.46535724662225825,0.9999999999428107,0.4653572466239118,0.4653572466206047,0.4653572466488717
Luquillo_Experimental_Forest,Luquillo Experimental Forest (FluxCom fallback),tropical,fluxcom,bulk_14C,0,0.0,0.0,0.0,0.0,0.4653572466488717
Luquillo_Experimental_Forest,Luquillo Experimental Forest (FluxCom fallback),tropical,fluxcom,fraction_14C,1,2.6613425751857868e-11,5.718923674984399e-11,2.826698399754666e-11,2.4959867506169076e-11,0.4653572466488717
Luquillo_Experimental_Forest,Luquillo Experimental Forest (FluxCom fallback),tropical,fluxcom,resp_14C,0,0.0,0.0,0.0,0.0,0.4653572466488717
ZF2,Manaus ZF2 (BR-Ma2),tropical,daily,C_stocks,1,0.37727478792437064,0.31007477500926733,0.38583210160176123,0.37015119691055387,1.2167219597695262
ZF2,Manaus ZF2 (BR-Ma2),tropical,daily,bulk_14C,1,0.7014661929331996,0.5765213550235196,0.7232934338706136,0.6810726746593592,1.2167219597695262
ZF2,Manaus ZF2 (BR-Ma2),tropical,daily,fraction_14C,0,0.0,0.0,0.0,0.0,1.2167219597695262
ZF2,Manaus ZF2 (BR-Ma2),tropical,daily,resp_14C,1,0.13798097891195604,0.1134038699672131,0.1611845241326176,0.11621115635486823,1.2167219597695262
Adventdalen Valley,Adventdalen (SJ-Adv),arctic_permafrost,daily,C_stocks,1,0.024497668295056715,0.016418389746291315,0.03392045458863641,0.01697436106551109,1.4920871457927471
Adventdalen Valley,Adventdalen (SJ-Adv),arctic_permafrost,daily,bulk_14C,1,0.524847475121574,0.3517539016413965,0.5492250057484562,0.5023694235587259,1.4920871457927471
Adventdalen Valley,Adventdalen (SJ-Adv),arctic_permafrost,daily,fraction_14C,0,0.0,0.0,0.0,0.0,1.4920871457927471
Adventdalen Valley,Adventdalen (SJ-Adv),arctic_permafrost,daily,resp_14C,4,0.9427420023761164,0.6318277086123122,0.9689711775491503,0.9184123062671166,1.4920871457927471
