site,site_id,param_index_subset,param_name,param_label_short,obs_index,obs_block_name,obs_family,obs_label_short,obs_label_full,y_obs,y_prior,y_opt,obs_sigma,obs_variance,gain_value,abs_gain_value,rank_within_param_by_abs_gain
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,2,resp_14C,resp_delta14C,resp[3],resp_14C[3],111.25503540039062,356.6755676269531,130.28033447265625,15.0,225.0,9.37878117782557e-05,9.37878117782557e-05,28
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,3,resp_14C,resp_delta14C,resp[4],resp_14C[4],122.13999938964844,357.9119873046875,128.779541015625,15.0,225.0,0.00010737190311212812,0.00010737190311212812,25
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,4,resp_14C,resp_delta14C,resp[5],resp_14C[5],116.20269775390625,361.8148498535156,127.8724594116211,15.0,225.0,0.00012217082298301296,0.00012217082298301296,23
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,5,resp_14C,resp_delta14C,resp[6],resp_14C[6],133.4375,364.6566467285156,126.0113296508789,15.0,225.0,0.0001350636818021667,0.0001350636818021667,21
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,6,resp_14C,resp_delta14C,resp[7],resp_14C[7],140.80340576171875,325.9229736328125,120.10479736328125,15.0,225.0,6.488011230824115e-05,6.488011230824115e-05,31
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,7,resp_14C,resp_delta14C,resp[8],resp_14C[8],154.47369384765625,319.8359375,118.4300308227539,15.0,225.0,5.5754111693770886e-05,5.5754111693770886e-05,34
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,8,resp_14C,resp_delta14C,resp[9],resp_14C[9],102.98429870605469,328.4015197753906,116.58540344238281,15.0,225.0,6.634256361407243e-05,6.634256361407243e-05,30
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,9,resp_14C,resp_delta14C,resp[10],resp_14C[10],104.1613998413086,324.26251220703125,115.2850570678711,15.0,225.0,5.584959237834184e-05,5.584959237834184e-05,33
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,10,resp_14C,resp_delta14C,resp[11],resp_14C[11],122.69345092773438,316.0093078613281,113.92848205566406,15.0,225.0,3.9539026207887594e-05,3.9539026207887594e-05,36
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,11,resp_14C,resp_delta14C,resp[12],resp_14C[12],127.38351440429688,305.64947509765625,112.1668472290039,15.0,225.0,1.9532893947194768e-05,1.9532893947194768e-05,37
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,12,resp_14C,resp_delta14C,resp[13],resp_14C[13],113.92005157470703,301.0716857910156,111.2138900756836,15.0,225.0,1.0028263448055722e-05,1.0028263448055722e-05,40
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,13,resp_14C,resp_delta14C,resp[14],resp_14C[14],109.93000030517578,299.8355407714844,110.24927520751953,15.0,225.0,3.3671331141425065e-06,3.3671331141425065e-06,43
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,14,resp_14C,resp_delta14C,resp[15],resp_14C[15],106.99749755859375,300.1088562011719,110.18736267089844,15.0,225.0,3.213347518360352e-06,3.213347518360352e-06,44
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,15,resp_14C,resp_delta14C,resp[16],resp_14C[16],122.77144622802734,307.1606750488281,108.77448272705078,15.0,225.0,-1.8941375259118852e-06,1.8941375259118852e-06,47
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,16,resp_14C,resp_delta14C,resp[17],resp_14C[17],120.05235290527344,307.1628112792969,108.76177978515625,15.0,225.0,-2.014871945766893e-06,2.014871945766893e-06,46
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,17,resp_14C,resp_delta14C,resp[18],resp_14C[18],107.79945373535156,307.18109130859375,108.75013732910156,15.0,225.0,-2.0990737894125576e-06,2.0990737894125576e-06,45
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,18,resp_14C,resp_delta14C,resp[19],resp_14C[19],119.70320129394531,307.3861389160156,108.13028717041016,15.0,225.0,-7.790042416089253e-06,7.790042416089253e-06,41
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,19,resp_14C,resp_delta14C,resp[20],resp_14C[20],114.34712982177734,302.12091064453125,107.26660919189453,15.0,225.0,-1.9467956177634302e-05,1.9467956177634302e-05,38
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,20,resp_14C,resp_delta14C,resp[21],resp_14C[21],104.18087005615234,291.1162109375,105.6877212524414,15.0,225.0,-4.043822980149557e-05,4.043822980149557e-05,35
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,21,resp_14C,resp_delta14C,resp[22],resp_14C[22],100.25813293457031,282.7997741699219,104.24925994873047,15.0,225.0,-5.766562100758374e-05,5.766562100758374e-05,32
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,22,resp_14C,resp_delta14C,resp[23],resp_14C[23],99.98873901367188,277.275390625,103.07030487060547,15.0,225.0,-7.102225688957593e-05,7.102225688957593e-05,29
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,23,resp_14C,resp_delta14C,resp[24],resp_14C[24],104.9538345336914,283.1192626953125,100.32575225830078,15.0,225.0,-0.0001058629946455809,0.0001058629946455809,26
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,24,resp_14C,resp_delta14C,resp[25],resp_14C[25],91.1726303100586,273.7500915527344,99.00109100341797,15.0,225.0,-0.00012255653185439024,0.00012255653185439024,22
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,25,resp_14C,resp_delta14C,resp[26],resp_14C[26],102.58723449707031,264.3684997558594,97.6373062133789,15.0,225.0,-0.0001383878668900303,0.0001383878668900303,20
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,26,resp_14C,resp_delta14C,resp[27],resp_14C[27],105.08200073242188,254.3699188232422,95.97330474853516,15.0,225.0,-0.00015672676669278775,0.00015672676669278775,18
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,27,resp_14C,resp_delta14C,resp[28],resp_14C[28],117.83086395263672,254.2222137451172,95.93190002441406,15.0,225.0,-0.000157238524240466,0.000157238524240466,17
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,28,resp_14C,resp_delta14C,resp[29],resp_14C[29],86.36949920654297,217.25071716308594,81.06224060058594,15.0,225.0,-0.00037136089822275474,0.00037136089822275474,14
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,29,resp_14C,resp_delta14C,resp[30],resp_14C[30],68.09839630126953,203.5430450439453,65.74876403808594,15.0,225.0,-0.0007133550533610911,0.0007133550533610911,12
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,30,resp_14C,resp_delta14C,resp[31],resp_14C[31],69.05946350097656,196.36236572265625,64.53846740722656,15.0,225.0,-0.0007111868936242964,0.0007111868936242964,13
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,31,resp_14C,resp_delta14C,resp[32],resp_14C[32],49.174835205078125,194.8347930908203,63.55397415161133,15.0,225.0,-0.0007317460820384988,0.0007317460820384988,11
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,32,resp_14C,resp_delta14C,resp[33],resp_14C[33],70.2677993774414,197.75401306152344,62.33152389526367,15.0,225.0,-0.0007843845507008055,0.0007843845507008055,10
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,33,resp_14C,resp_delta14C,resp[34],resp_14C[34],69.19176483154297,184.539794921875,59.58330535888672,15.0,225.0,-0.0007880440373441062,0.0007880440373441062,9
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,34,resp_14C,resp_delta14C,resp[35],resp_14C[35],79.25586700439453,187.20851135253906,59.323665618896484,15.0,225.0,-0.0008124813593260357,0.0008124813593260357,8
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,35,resp_14C,resp_delta14C,resp[36],resp_14C[36],81.99440002441406,196.52978515625,58.75614547729492,15.0,225.0,-0.0008885134094679239,0.0008885134094679239,4
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,36,resp_14C,resp_delta14C,resp[37],resp_14C[37],70.0555648803711,174.48721313476562,55.94802474975586,15.0,225.0,-0.0008293922872105369,0.0008293922872105369,7
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,37,resp_14C,resp_delta14C,resp[38],resp_14C[38],68.07653045654297,174.2688446044922,55.530399322509766,15.0,225.0,-0.0008398771431495174,0.0008398771431495174,6
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,38,resp_14C,resp_delta14C,resp[39],resp_14C[39],70.96666717529297,175.1734161376953,54.021324157714844,15.0,225.0,-0.0008902509769175853,0.0008902509769175853,3
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,39,resp_14C,resp_delta14C,resp[40],resp_14C[40],67.48580169677734,168.19500732421875,52.88175582885742,15.0,225.0,-0.0008732256167737759,0.0008732256167737759,5
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,40,resp_14C,resp_delta14C,resp[41],resp_14C[41],61.942665100097656,169.115478515625,50.361637115478516,15.0,225.0,-0.0009539317474678621,0.0009539317474678621,2
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,41,c_stock,C_stocks,C[1],c_stock[1],2035.449951171875,1091.6514892578125,1216.065185546875,624.3914537371568,389864.6875,1.0843014421368397e-06,1.0843014421368397e-06,49
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,42,c_stock,C_stocks,C[2],c_stock[2],5551.34716796875,2752.367431640625,4155.62890625,1562.6807895408454,2441971.25,-1.679849650848176e-06,1.679849650848176e-06,48
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,43,c_stock,C_stocks,C[3],c_stock[3],4953.3837890625,1390.5198974609375,4967.63427734375,1545.2521638878231,2387804.25,4.938659477238267e-07,4.938659477238267e-07,50
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,44,israd_soil_active_1996,pool_delta14C,israd_active_1996,israd_soil_active_1996,29.563507080078125,284.2281799316406,164.91644287109375,35.5226445576225,1261.8582763671875,-0.0002918946591271273,0.0002918946591271273,15
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,45,israd_soil_active_2007,pool_delta14C,israd_active_2007,israd_soil_active_2007,15.806249618530273,67.50889587402344,66.20610809326172,21.24855952148948,451.50128173828125,-1.8139135818133274e-05,1.8139135818133274e-05,39
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,46,israd_soil_active_2011,pool_delta14C,israd_active_2011,israd_soil_active_2011,63.67599868774414,46.45952224731445,47.23358154296875,15.0,225.0,5.040982514397507e-06,5.040982514397507e-06,42
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,47,israd_soil_passive_1996,pool_delta14C,israd_passive_1996,israd_soil_passive_1996,-74.4139404296875,2316.31884765625,-69.30477905273438,27.447183833512412,753.347900390625,-0.00028976844211431335,0.00028976844211431335,16
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,48,israd_soil_passive_2007,pool_delta14C,israd_passive_2007,israd_soil_passive_2007,-86.4000015258789,2191.39794921875,-67.81243133544922,29.18437044082575,851.7274780273438,9.866245093638782e-05,9.866245093638782e-05,27
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,49,israd_soil_slow_2011,pool_delta14C,israd_slow_2011,israd_soil_slow_2011,1.124901533126831,399.896240234375,56.8382682800293,16.031945761887712,257.0232849121094,0.0023189887563404427,0.0023189887563404427,1
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,0,resp_14C,resp_delta14C,resp[1],resp_14C[1],32.70000076293945,1165.800048828125,18.128738403320312,20.0,400.0,-0.00014231202022905838,0.00014231202022905838,2
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,1,resp_14C,resp_delta14C,resp[2],resp_14C[2],-34.400001525878906,1165.5380859375,18.0999813079834,20.0,400.0,-0.00014165221564914034,0.00014165221564914034,3
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,2,resp_14C,resp_delta14C,resp[3],resp_14C[3],31.350000381469727,1165.349853515625,18.090173721313477,20.0,400.0,-0.0001409784445575912,0.0001409784445575912,4
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,3,resp_14C,resp_delta14C,resp[4],resp_14C[4],40.400001525878906,1165.05126953125,18.075998306274414,20.0,400.0,-0.00013999875891433774,0.00013999875891433774,5
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,4,resp_14C,resp_delta14C,resp[5],resp_14C[5],21.0,1164.6441650390625,18.054080963134766,20.0,400.0,-0.00013847966664827914,0.00013847966664827914,6
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,5,resp_14C,resp_delta14C,resp[6],resp_14C[6],27.799999237060547,1164.2750244140625,18.03061294555664,20.0,400.0,-0.0001368718933020156,0.0001368718933020156,7
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,6,resp_14C,resp_delta14C,resp[7],resp_14C[7],7.360000133514404,1152.8834228515625,17.126506805419922,20.0,400.0,-9.482749005577243e-05,9.482749005577243e-05,9
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,7,resp_14C,resp_delta14C,resp[8],resp_14C[8],30.5,1134.14208984375,16.13138771057129,20.0,400.0,-5.770297968210171e-05,5.770297968210171e-05,12
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,8,resp_14C,resp_delta14C,resp[9],resp_14C[9],31.600000381469727,1133.59130859375,16.10831069946289,20.0,400.0,-5.612254453363846e-05,5.612254453363846e-05,13
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,9,resp_14C,resp_delta14C,resp[10],resp_14C[10],25.933332443237305,1120.840087890625,15.181221008300781,20.0,400.0,-1.0794560029404073e-05,1.0794560029404073e-05,15
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,10,resp_14C,resp_delta14C,resp[11],resp_14C[11],17.725000381469727,1120.6087646484375,15.168105125427246,20.0,400.0,-9.908481021569973e-06,9.908481021569973e-06,16
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,11,resp_14C,resp_delta14C,resp[12],resp_14C[12],22.125,1120.4306640625,15.15748119354248,20.0,400.0,-9.189260492398188e-06,9.189260492398188e-06,17
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,12,resp_14C,resp_delta14C,resp[13],resp_14C[13],-18.6200008392334,1090.072998046875,13.601741790771484,20.0,400.0,6.384134505744586e-05,6.384134505744586e-05,11
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,13,resp_14C,resp_delta14C,resp[14],resp_14C[14],-1.649999976158142,1088.7562255859375,13.462249755859375,20.0,400.0,6.724671265098881e-05,6.724671265098881e-05,10
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,14,c_stock,C_stocks,C[1],c_stock[1],4500.0,1365.5367431640625,3753.67333984375,2025.0,4100625.0,2.4027994288742233e-06,2.4027994288742233e-06,18
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,15,c_stock,C_stocks,C[2],c_stock[2],12000.0,8508.671875,17035.1875,3960.0,15681600.0,-6.541230366249811e-07,6.541230366249811e-07,19
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,16,israd_layer_soil_active,pool_delta14C,layer:active,israd_layer_soil_active,-116.10909271240234,1620.1707763671875,112.73575592041016,145.61468579353527,21203.63671875,-0.00012315853086731384,0.00012315853086731384,8
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,17,israd_layer_soil_slow,pool_delta14C,layer:slow,israd_layer_soil_slow,-278.79998779296875,-697.8045654296875,-404.10406494140625,221.33979463146702,48991.3046875,0.00014992195004104086,0.00014992195004104086,1
Barrow,US-A10,0,log_tau[soil_active],$\tau_{\mathrm{active}}$,18,israd_layer_soil_passive,pool_delta14C,layer:passive,israd_layer_soil_passive,-521.2000122070312,296.7884216308594,-352.1524658203125,122.16460383305592,14924.1904296875,2.622543300273561e-05,2.622543300273561e-05,14
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,0,resp_14C,resp_delta14C,resp[1],resp_14C[1],32.70000076293945,1165.800048828125,18.128738403320312,20.0,400.0,0.00017323911725137086,0.00017323911725137086,4
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,1,resp_14C,resp_delta14C,resp[2],resp_14C[2],-34.400001525878906,1165.5380859375,18.0999813079834,20.0,400.0,0.00017256379531801775,0.00017256379531801775,5
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,2,resp_14C,resp_delta14C,resp[3],resp_14C[3],31.350000381469727,1165.349853515625,18.090173721313477,20.0,400.0,0.00017071630074313426,0.00017071630074313426,6
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,3,resp_14C,resp_delta14C,resp[4],resp_14C[4],40.400001525878906,1165.05126953125,18.075998306274414,20.0,400.0,0.00016799929986818148,0.00016799929986818148,7
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,4,resp_14C,resp_delta14C,resp[5],resp_14C[5],21.0,1164.6441650390625,18.054080963134766,20.0,400.0,0.00016379930475422254,0.00016379930475422254,9
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,5,resp_14C,resp_delta14C,resp[6],resp_14C[6],27.799999237060547,1164.2750244140625,18.03061294555664,20.0,400.0,0.00015932116296365085,0.00015932116296365085,12
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,6,resp_14C,resp_delta14C,resp[7],resp_14C[7],7.360000133514404,1152.8834228515625,17.126506805419922,20.0,400.0,5.777724093063177e-05,5.777724093063177e-05,15
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,7,resp_14C,resp_delta14C,resp[8],resp_14C[8],30.5,1134.14208984375,16.13138771057129,20.0,400.0,-4.396704787231843e-05,4.396704787231843e-05,17
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,8,resp_14C,resp_delta14C,resp[9],resp_14C[9],31.600000381469727,1133.59130859375,16.10831069946289,20.0,400.0,-4.834750451353781e-05,4.834750451353781e-05,16
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,9,resp_14C,resp_delta14C,resp[10],resp_14C[10],25.933332443237305,1120.840087890625,15.181221008300781,20.0,400.0,-0.00016078475380940237,0.00016078475380940237,11
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,10,resp_14C,resp_delta14C,resp[11],resp_14C[11],17.725000381469727,1120.6087646484375,15.168105125427246,20.0,400.0,-0.00016326605818662885,0.00016326605818662885,10
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,11,resp_14C,resp_delta14C,resp[12],resp_14C[12],22.125,1120.4306640625,15.15748119354248,20.0,400.0,-0.00016528467111066208,0.00016528467111066208,8
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,12,resp_14C,resp_delta14C,resp[13],resp_14C[13],-18.6200008392334,1090.072998046875,13.601741790771484,20.0,400.0,-0.00033941873376376245,0.00033941873376376245,3
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,13,resp_14C,resp_delta14C,resp[14],resp_14C[14],-1.649999976158142,1088.7562255859375,13.462249755859375,20.0,400.0,-0.0003462287254147517,0.0003462287254147517,2
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,14,c_stock,C_stocks,C[1],c_stock[1],4500.0,1365.5367431640625,3753.67333984375,2025.0,4100625.0,-2.6672561628349084e-06,2.6672561628349084e-06,19
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,15,c_stock,C_stocks,C[2],c_stock[2],12000.0,8508.671875,17035.1875,3960.0,15681600.0,-2.880937756315628e-06,2.880937756315628e-06,18
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,16,israd_layer_soil_active,pool_delta14C,layer:active,israd_layer_soil_active,-116.10909271240234,1620.1707763671875,112.73575592041016,145.61468579353527,21203.63671875,0.0001367136326920561,0.0001367136326920561,13
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,17,israd_layer_soil_slow,pool_delta14C,layer:slow,israd_layer_soil_slow,-278.79998779296875,-697.8045654296875,-404.10406494140625,221.33979463146702,48991.3046875,-0.0008028465434175816,0.0008028465434175816,1
Barrow,US-A10,1,log_tau[soil_slow],$\tau_{\mathrm{slow}}$,18,israd_layer_soil_passive,pool_delta14C,layer:passive,israd_layer_soil_passive,-521.2000122070312,296.7884216308594,-352.1524658203125,122.16460383305592,14924.1904296875,0.00011437010599148771,0.00011437010599148771,14
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,0,resp_14C,resp_delta14C,resp[1],resp_14C[1],32.70000076293945,1165.800048828125,18.128738403320312,20.0,400.0,-0.00010862219695260425,0.00010862219695260425,9
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,1,resp_14C,resp_delta14C,resp[2],resp_14C[2],-34.400001525878906,1165.5380859375,18.0999813079834,20.0,400.0,-0.00010716446396429818,0.00010716446396429818,10
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,2,resp_14C,resp_delta14C,resp[3],resp_14C[3],31.350000381469727,1165.349853515625,18.090173721313477,20.0,400.0,-0.00010594986634964186,0.00010594986634964186,11
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,3,resp_14C,resp_delta14C,resp[4],resp_14C[4],40.400001525878906,1165.05126953125,18.075998306274414,20.0,400.0,-0.00010419768156435846,0.00010419768156435846,12
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,4,resp_14C,resp_delta14C,resp[5],resp_14C[5],21.0,1164.6441650390625,18.054080963134766,20.0,400.0,-0.00010147348290599665,0.00010147348290599665,13
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,5,resp_14C,resp_delta14C,resp[6],resp_14C[6],27.799999237060547,1164.2750244140625,18.03061294555664,20.0,400.0,-9.859400911401808e-05,9.859400911401808e-05,14
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,6,resp_14C,resp_delta14C,resp[7],resp_14C[7],7.360000133514404,1152.8834228515625,17.126506805419922,20.0,400.0,-1.9645328296350248e-05,1.9645328296350248e-05,17
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,7,resp_14C,resp_delta14C,resp[8],resp_14C[8],30.5,1134.14208984375,16.13138771057129,20.0,400.0,4.562977752327552e-05,4.562977752327552e-05,16
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,8,resp_14C,resp_delta14C,resp[9],resp_14C[9],31.600000381469727,1133.59130859375,16.10831069946289,20.0,400.0,4.845720557704266e-05,4.845720557704266e-05,15
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,9,resp_14C,resp_delta14C,resp[10],resp_14C[10],25.933332443237305,1120.840087890625,15.181221008300781,20.0,400.0,0.0001327734030451944,0.0001327734030451944,7
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,10,resp_14C,resp_delta14C,resp[11],resp_14C[11],17.725000381469727,1120.6087646484375,15.168105125427246,20.0,400.0,0.00013435274416341095,0.00013435274416341095,6
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,11,resp_14C,resp_delta14C,resp[12],resp_14C[12],22.125,1120.4306640625,15.15748119354248,20.0,400.0,0.00013563811204413029,0.00013563811204413029,5
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,12,resp_14C,resp_delta14C,resp[13],resp_14C[13],-18.6200008392334,1090.072998046875,13.601741790771484,20.0,400.0,0.00027286829630852194,0.00027286829630852194,4
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,13,resp_14C,resp_delta14C,resp[14],resp_14C[14],-1.649999976158142,1088.7562255859375,13.462249755859375,20.0,400.0,0.0002794614992180833,0.0002794614992180833,2
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,14,c_stock,C_stocks,C[1],c_stock[1],4500.0,1365.5367431640625,3753.67333984375,2025.0,4100625.0,5.4114242267580665e-06,5.4114242267580665e-06,19
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,15,c_stock,C_stocks,C[2],c_stock[2],12000.0,8508.671875,17035.1875,3960.0,15681600.0,9.922735631077413e-06,9.922735631077413e-06,18
Barrow,US-A10,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,16,israd_layer_soil_active,pool_delta14C,layer:active,israd_layer_soil_active,-116.10909271240234,1620.1707763671875,112.73575592041016,145.61468579353527,21203.63671875,-0.0002773693985327363,0.0002773693985327363,3
