ecosystem,observation_subset,observation_subset_label,draw,q10,delta_temperature_c,year,mode,control_carbon,warm_carbon,control_respiration,warm_respiration,cumulative_control_respiration,cumulative_warm_respiration
Harvard Forest,all_observations,All observations,5,2.0,4.0,10,fast,1043.015380859375,756.3203125,2662.522580443013,2886.674677586208,2662.522580443013,2886.674677586208
Harvard Forest,all_observations,All observations,5,2.0,4.0,50,fast,1114.337646484375,813.4198608398438,13750.753645337938,13986.389129024137,13750.753645337938,13986.389129024137
Harvard Forest,all_observations,All observations,5,2.0,4.0,100,fast,1113.43408203125,812.5469360351562,27398.5868490401,27634.640568450614,27398.5868490401,27634.640568450614
Harvard Forest,all_observations,All observations,5,2.0,4.0,10,intermediate,4169.34765625,4003.20361328125,679.7329361555257,881.6432944414302,679.7329361555257,881.6432944414302
Harvard Forest,all_observations,All observations,5,2.0,4.0,50,intermediate,4149.84814453125,3458.830322265625,3419.1652154233466,4087.6780342592247,3419.1652154233466,4087.6780342592247
Harvard Forest,all_observations,All observations,5,2.0,4.0,100,intermediate,4118.43115234375,3213.167724609375,6797.544490158141,7655.3774661506095,6797.544490158141,7655.3774661506095
Harvard Forest,all_observations,All observations,5,2.0,4.0,10,slow,4991.72802734375,4989.431640625,89.78103830577597,118.46471136806346,89.78103830577597,118.46471136806346
Harvard Forest,all_observations,All observations,5,2.0,4.0,50,slow,4987.2783203125,4931.6494140625,454.3667089331558,597.5842705457112,454.3667089331558,597.5842705457112
Harvard Forest,all_observations,All observations,5,2.0,4.0,100,slow,4977.32080078125,4814.48095703125,908.0391837494383,1183.6693963829207,908.0391837494383,1183.6693963829207
Harvard Forest,all_observations,All observations,6,2.0,4.0,10,fast,1041.8922119140625,755.4404907226562,2654.9863628584308,2878.317475457834,2654.9863628584308,2878.317475457834
Harvard Forest,all_observations,All observations,6,2.0,4.0,50,fast,1113.176025390625,812.5591430664062,13711.956679977848,13946.711050859292,13711.956679977848,13946.711050859292
Harvard Forest,all_observations,All observations,6,2.0,4.0,100,fast,1112.2725830078125,811.6863403320312,27321.28265161911,27556.46330339343,27321.28265161911,27556.46330339343
Harvard Forest,all_observations,All observations,6,2.0,4.0,10,intermediate,4175.8310546875,4008.116943359375,679.4967797099654,881.2118753914474,679.4967797099654,881.2118753914474
Harvard Forest,all_observations,All observations,6,2.0,4.0,50,intermediate,4156.3701171875,3461.206787109375,3417.8751489144497,4083.6549947380136,3417.8751489144497,4083.6549947380136
Harvard Forest,all_observations,All observations,6,2.0,4.0,100,intermediate,4124.98095703125,3216.543212890625,6794.896941557254,7647.212711572116,6794.896941557254,7647.212711572116
Harvard Forest,all_observations,All observations,6,2.0,4.0,10,slow,4975.5791015625,4973.0615234375,97.83668338573717,129.09207084954144,97.83668338573717,129.09207084954144
Harvard Forest,all_observations,All observations,6,2.0,4.0,50,slow,4970.609375,4909.98779296875,495.107653680496,650.9280854841477,495.107653680496,650.9280854841477
Harvard Forest,all_observations,All observations,6,2.0,4.0,100,slow,4960.04443359375,4783.28759765625,989.4017528294225,1288.1926132420958,989.4017528294225,1288.1926132420958
